IDCliente,Genero,TerceraEdad,Casado,Dependientes,Meses,Telefono,LineasMultiples,Internet,Seguridad,BackUp,Proteccion,Soporte,StreamingTV,Peliculas,TipoContrato,FacturaElectronica,MetodoPago,UltimoCargo,TotalHistorico,Abandono
6655-LHBYW,1,1,0,0,50,1,1,2,1,1,1,1,1,1,1,0,2,114.4,5791.1,0
4959-JOSRX,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,44.6,80.6,1
5046-NUHWD,0,0,1,0,29,0,0,1,1,0,1,0,0,1,0,1,3,45,1228.7,0
7273-TEFQD,1,0,0,0,3,0,0,1,0,0,1,0,0,1,0,1,3,41.2,132.2,1
3606-TWKGI,1,0,0,0,13,1,1,2,0,1,1,0,1,1,0,1,3,106.9,1364.3,1
7529-ZDFXI,1,0,1,0,57,1,1,2,0,1,0,0,0,1,0,1,3,89.9,4925.4,0
7605-BDWDC,0,1,0,0,31,0,0,1,1,1,0,1,0,1,2,1,1,49.9,1520.1,0
1950-KSVVJ,0,1,1,0,45,1,1,2,1,1,1,1,1,1,1,0,4,113.3,5032.3,0
0123-CRBRT,0,1,1,1,61,1,1,1,1,1,1,1,1,1,2,0,4,88.1,5526.8,0
6292-TOSSS,1,1,0,0,50,1,1,0,0,0,0,0,0,0,2,0,1,24.9,1195.3,0
3197-ARFOY,0,0,0,0,19,1,0,2,1,1,0,1,1,1,0,1,4,105,2007.3,0
6323-AYBRX,1,1,0,0,59,1,0,0,0,0,0,0,0,0,2,0,4,19.4,1099.6,1
7014-ZZXAW,0,1,1,0,71,1,1,0,0,0,0,0,0,0,2,1,2,24.3,1733,0
4385-GZQXV,0,0,0,0,16,1,0,2,0,0,0,1,1,1,0,1,3,94.5,1511.2,1
7633-MVPUY,1,1,1,0,57,1,0,1,1,1,0,1,0,0,2,1,3,59.8,3450.2,0
6366-ZGQGL,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,24.8,24.8,1
4716-HHKQH,1,0,1,0,20,1,1,2,0,1,0,1,1,1,0,0,3,107.1,2172.1,0
5940-AHUHD,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,4,70.6,70.6,1
6432-TWQLB,1,1,1,0,5,1,1,2,0,1,0,1,0,0,0,1,3,85.4,401.1,1
4484-GLZOU,0,1,1,0,52,1,1,2,0,1,1,0,1,1,0,1,3,105.1,5624.9,1
3179-GBRWV,1,0,1,0,21,1,0,1,1,1,0,0,0,1,0,1,1,65,1339.8,0
8645-KWHJO,1,1,0,0,14,0,0,1,0,0,1,1,1,1,0,1,3,55,772,0
4130-MZLCC,0,1,0,0,5,1,0,1,0,1,0,0,0,0,0,0,1,50.6,244.8,0
0314-TKOSI,0,1,0,0,6,1,0,1,1,1,0,0,0,0,0,0,4,55.2,322.9,0
8229-MYEJZ,0,1,0,0,10,1,0,1,0,1,0,0,0,0,0,0,3,51.2,498.3,0
2080-SRCDE,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,4,25.4,25.4,0
9577-WJVCQ,0,1,0,0,68,1,1,1,1,0,0,0,0,0,0,0,4,54.5,3687.8,0
9512-UIBFX,1,1,1,1,18,1,0,2,0,0,1,0,1,1,0,0,4,95.2,1780,1
6202-DYYFX,0,1,0,0,22,1,1,2,0,0,0,0,0,0,1,1,2,76,1783.6,0
3808-HFKDE,0,1,0,0,20,1,0,1,0,0,0,0,0,0,0,1,3,44.4,927.2,0
5583-SXDAG,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,3,70,70,1
3488-PGMQJ,1,0,0,0,8,1,0,2,0,1,0,0,0,0,0,1,3,74.5,606.6,1
3580-REOAC,1,1,0,0,10,1,0,1,0,0,0,0,0,0,0,1,2,44.9,435.4,1
7534-BFESC,1,0,0,0,24,1,1,2,0,0,0,0,0,0,0,1,3,76.1,1712.7,1
3727-OWVYD,1,1,0,0,35,1,0,1,1,1,1,0,0,0,1,0,4,61.2,2021.2,0
2294-SALNE,1,1,1,1,23,1,0,2,0,1,1,1,0,0,1,0,4,86.8,1940.8,0
4847-TAJYI,0,0,0,0,6,1,0,2,0,0,0,0,1,1,0,1,3,89.4,567.8,0
1563-IWQEX,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,4,19.7,220.4,0
8203-XJZRC,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,20.3,20.3,0
6556-DBKZF,0,1,1,1,71,1,0,2,0,0,1,0,0,0,2,0,3,76.1,5436.5,0
6851-WEFYX,1,0,1,0,35,1,1,2,0,0,1,0,1,1,0,1,3,100.8,3437.5,0
2985-JUUBZ,1,1,1,1,40,1,1,1,0,0,1,0,1,1,0,1,3,74.6,3015.8,0
6390-DSAZX,0,1,0,1,1,1,0,2,1,0,0,0,0,0,0,1,4,73.6,73.6,1
0895-LMRSF,1,1,0,0,23,1,0,1,0,0,0,0,1,1,1,1,1,64.9,1509.8,0
8098-LLAZX,0,0,0,0,4,1,1,2,0,0,0,0,1,1,0,1,3,95.5,396.1,1
8266-VBFQL,1,1,0,0,4,1,0,2,0,0,1,1,0,1,0,1,3,90.4,356.7,0
8181-YHCMF,0,1,1,1,68,0,0,1,0,1,1,1,1,1,2,0,2,60.3,4109,0
2240-HSJQD,1,1,0,1,38,1,1,2,0,1,0,0,0,0,0,1,4,81.9,3141.7,0
1248-DYXUB,1,1,1,1,52,1,1,0,0,0,0,0,0,0,2,0,4,24.8,1229.1,0
0265-EDXBD,1,0,1,0,32,1,1,2,0,0,0,0,0,0,0,1,3,74.9,2303.4,1
4115-BNPJY,1,1,1,1,29,1,0,1,0,0,1,1,1,1,2,0,4,75.6,2054.4,0
3167-SNQPL,1,0,1,1,38,1,1,2,0,1,0,0,1,1,0,0,3,101.2,3741.9,0
4091-TVOCN,1,1,0,1,48,1,1,1,1,0,1,0,1,1,1,1,2,78.8,3682.5,0
1098-TDVUQ,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,19.3,19.3,0
7277-OZCGZ,0,1,0,0,22,1,0,2,1,0,0,1,0,1,0,1,3,89.1,1886.3,0
1557-EMYVT,0,1,0,0,43,1,1,2,1,1,1,1,1,1,2,0,2,115.1,4895.1,0
2799-ARNLO,0,0,1,0,5,1,0,2,0,0,0,0,0,0,0,1,3,69.4,341.6,0
7563-BIUPC,1,1,0,0,5,1,0,2,0,0,0,0,1,0,0,1,3,80.6,415.6,1
5027-YOCXN,1,1,1,1,51,1,1,2,1,1,0,1,1,1,1,0,2,110.1,5686.4,0
3973-SKMLN,1,1,0,0,71,1,0,0,0,0,0,0,0,0,2,1,2,19.9,1355.1,0
2321-OMBXY,0,1,1,1,38,1,0,1,1,1,0,1,1,1,1,0,2,80.3,3058.7,1
2840-XANRC,1,0,1,0,24,1,0,2,0,0,1,0,1,1,0,1,3,93.2,2231.1,1
6745-JEFZB,1,1,1,0,35,1,1,2,0,0,0,1,1,0,0,1,2,91.5,3236.4,0
5020-ZSTTY,0,0,0,0,54,1,1,1,1,1,0,1,1,1,1,0,1,82.5,4350.1,1
9880-TDQAC,0,1,1,1,72,0,0,1,0,1,1,1,1,1,2,1,3,60,4264,0
8705-WZCYL,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,44.8,44.8,0
7102-JJVTX,0,1,1,1,9,1,0,1,1,0,0,0,0,0,1,0,4,48.6,422.3,0
8626-PTQGE,1,1,0,0,69,0,0,1,1,1,0,1,1,1,2,1,1,60.1,4176.7,0
4983-CLMLV,0,1,1,0,52,1,1,2,0,1,0,1,1,1,0,1,2,102.7,5138.1,0
5701-YVSVF,0,0,1,0,11,1,0,2,0,0,0,1,1,0,0,1,3,82.9,880.1,0
5804-LEPIM,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,3,70.4,139.1,1
5697-GOMBF,0,0,1,1,28,0,0,1,0,0,0,0,1,0,0,1,3,35.9,973.7,0
2739-CACDQ,0,0,0,0,17,1,1,2,0,0,1,0,0,0,0,1,2,82.7,1470.1,0
9385-EHGDO,0,1,1,1,35,1,0,0,0,0,0,0,0,0,2,1,4,19.9,739.4,0
9498-FIMXL,0,1,0,0,8,1,0,0,0,0,0,0,0,0,1,1,4,19.2,162,0
2379-GYFLQ,1,1,0,0,46,1,1,2,0,1,1,0,1,0,1,1,2,94.9,4423,0
0122-OAHPZ,0,1,0,0,7,1,1,2,0,0,0,0,0,0,0,1,3,73.9,511.3,1
2868-SNELZ,0,1,0,0,2,1,1,2,0,0,1,0,0,0,0,0,4,80.6,155.8,1
4322-RCYMT,1,1,1,1,68,1,1,1,0,1,1,1,0,1,1,1,1,75.8,5294,1
6680-NENYN,0,1,0,0,43,1,1,2,0,1,1,0,1,1,2,1,3,104.6,4759.9,1
2088-IEBAU,0,1,0,0,68,1,1,1,1,1,1,1,1,1,2,1,3,88.2,6148.5,0
7982-VCELR,0,1,0,0,36,1,0,2,0,1,0,0,1,1,0,1,2,94.8,3565.7,0
1343-EHPYB,1,1,1,0,63,1,1,2,0,1,1,0,1,1,0,1,3,103.4,6603,1
6035-BXTTY,0,0,0,0,32,1,0,1,0,1,0,1,0,0,0,0,1,54.7,1830.1,0
6885-PKOAM,0,1,1,0,71,1,1,1,1,1,1,1,1,1,2,0,2,85.8,6223.8,0
7520-HQWJU,0,1,1,1,66,1,1,1,1,1,1,0,0,0,0,1,1,67.5,4508.7,0
9639-BUJXT,1,1,0,0,63,1,0,0,0,0,0,0,0,0,1,0,4,20.5,1328.2,0
5924-SNGKP,0,1,0,1,41,1,0,0,0,0,0,0,0,0,1,1,2,20.3,865,0
0021-IKXGC,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,3,72.1,72.1,0
2034-GDRCN,0,1,0,0,2,1,0,2,0,0,0,0,1,1,0,1,3,90.4,168.2,1
8966-SNIZF,0,1,1,0,70,1,0,0,0,0,0,0,0,0,2,0,1,19.5,1303.5,0
6243-OZGFH,0,1,0,0,23,0,0,1,0,0,0,0,1,1,0,1,3,45,996.9,0
4654-DLAMQ,0,0,1,0,64,1,0,2,1,1,1,0,0,1,1,0,1,97,6430.9,0
0513-RBGPE,1,1,1,1,37,1,1,1,1,0,1,1,0,0,2,1,2,62.8,2278.8,0
5160-UXJED,1,1,0,1,17,1,0,1,0,0,0,0,0,0,1,0,4,44.6,681.4,0
4115-NZRKS,0,0,0,0,7,1,0,2,0,0,0,0,1,1,0,1,3,89.2,574.4,0
0219-YTZUE,1,1,1,1,4,1,1,2,0,1,1,0,0,0,0,1,1,84.8,371.9,1
0623-IIHUG,0,0,0,0,21,0,0,1,1,0,0,0,1,0,0,1,3,41.9,840.1,1
4572-DVCGN,0,1,0,0,10,1,0,2,0,0,0,0,0,1,0,1,1,80.3,846,1
3351-NGXYI,0,0,0,0,16,1,1,1,1,0,0,0,0,0,0,1,3,54.1,889,0
8984-EYLLL,1,1,1,0,64,1,1,2,0,1,0,1,1,1,2,1,3,105.3,6823.4,0
9057-MSWCO,1,0,1,0,27,0,0,1,1,0,0,0,0,0,0,0,2,30.8,805.1,1
9833-TGFHX,1,1,1,1,42,1,1,2,1,0,0,0,1,1,1,0,3,97.1,4016.8,0
9294-TDIPC,1,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,4,20.2,83.8,0
5229-DTFYB,0,1,0,0,41,1,0,2,0,1,0,1,1,1,2,1,1,98.8,3959.2,0
0104-PPXDV,1,1,1,0,58,1,0,1,0,0,1,0,0,0,1,0,2,50.3,2878.6,0
5176-LMJXE,0,1,0,0,47,1,0,0,0,0,0,0,0,0,2,1,4,20.6,945.7,0
3583-KRKMD,1,1,0,0,18,1,0,2,0,0,0,1,0,0,0,1,1,75.9,1373.1,0
1010-DIAUQ,1,1,0,0,5,1,0,2,0,0,1,0,1,1,0,0,1,96.5,492.6,1
9069-LGEUL,1,1,1,0,23,1,0,1,1,0,0,0,0,1,0,1,1,60,1406,0
7302-ZHMHP,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,19.2,19.2,0
9571-EDEBV,1,1,1,0,71,1,1,2,0,0,1,0,1,1,1,1,2,98.7,6962.9,0
3520-FJGCV,1,1,1,1,72,1,1,2,1,1,1,1,1,1,2,1,2,112.6,8126.7,0
6563-VRERX,1,1,1,1,33,1,0,0,0,0,0,0,0,0,1,0,4,20.6,690.3,0
0259-GBZSH,1,1,0,0,2,1,1,2,0,0,0,0,1,0,0,1,3,85.7,181.5,1
6122-EFVKN,1,1,0,1,24,0,0,1,1,0,0,1,0,0,2,0,4,35.8,830.8,0
2805-EDJPQ,0,1,1,1,56,1,1,2,0,1,1,1,0,1,1,1,2,99.8,5608.4,0
6862-CQUMB,1,1,0,0,37,1,0,2,0,1,0,0,1,1,0,1,2,96.1,3646.8,0
7156-MXBJE,0,1,0,0,43,1,1,1,0,1,1,1,1,1,1,0,2,85.1,3662.3,0
6158-HDPXZ,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,25.4,25.4,0
9601-BRXPO,0,1,1,0,25,1,1,2,0,0,1,1,1,1,0,1,1,105,2566.5,1
2863-IMQDR,0,1,0,0,61,1,1,1,1,1,1,1,1,1,2,0,3,89.7,5308.7,0
5686-CMAWK,1,1,0,0,17,1,1,2,0,0,1,1,0,0,1,0,3,86.8,1410.3,0
5651-CRHKQ,0,1,1,0,41,1,0,2,0,1,1,1,0,0,1,1,1,86.2,3339.1,0
6905-NIQIN,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4,50.7,50.7,1
8204-YJCLA,1,0,1,1,72,0,0,1,1,1,1,1,1,1,2,1,1,64.8,4732.4,0
5167-ZFFMM,1,1,0,0,1,1,1,2,0,1,0,0,0,1,0,1,2,90.9,90.9,1
6583-SZVGP,1,1,0,0,48,1,1,2,0,1,1,0,1,1,2,1,1,108.1,5067.5,0
4895-TMWIR,1,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,4,20,214.8,1
0533-BNWKF,0,0,1,0,55,1,1,2,0,1,1,0,0,0,0,1,3,85.5,4874.7,1
1708-PBBOA,0,1,0,0,42,0,0,1,1,1,1,1,0,1,1,1,3,54.8,2348.5,0
8782-LKFPK,1,1,0,0,44,1,1,2,0,0,1,0,0,1,0,1,4,90.4,4063,0
5522-JBWMO,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3,44,44,0
3597-MVHJT,0,1,0,0,27,1,1,2,0,0,0,0,1,1,0,1,1,95.6,2595.3,0
9774-NRNAU,1,0,1,0,27,1,1,1,0,1,1,1,1,1,0,1,1,84.8,2309.6,0
0224-RLWWD,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,3,44.3,89.3,0
9967-ATRFS,0,1,0,0,19,1,0,0,0,0,0,0,0,0,0,0,4,19.9,367.6,0
3951-NJCVI,0,0,1,0,42,1,1,2,0,0,0,0,1,1,0,1,3,95.1,3944.5,0
2977-CEBSX,0,1,0,0,66,1,1,1,1,1,1,1,1,1,2,1,2,90.1,5966,0
0177-PXBAT,1,0,1,0,33,1,1,2,1,0,1,1,1,1,0,1,1,109.9,3694.7,0
6599-CEBNN,0,1,0,0,34,1,0,2,0,1,0,0,0,0,0,1,2,74,2524.5,1
2519-ERQOJ,1,0,0,0,33,0,0,1,0,0,1,1,1,1,0,1,3,54.6,1803.7,0
5876-QMYLD,0,1,1,1,23,1,0,0,0,0,0,0,0,0,1,0,4,20.1,415.1,0
2277-AXSDC,0,1,0,0,32,1,0,0,0,0,0,0,0,0,1,0,1,19.8,624.2,0
9442-JTWDL,0,1,0,0,11,1,0,0,0,0,0,0,0,0,1,0,2,20.1,237.7,0
0979-PHULV,1,1,1,1,69,1,1,2,0,0,1,0,1,1,0,1,2,99.5,7007.6,1
3067-SVMTC,0,1,1,0,68,1,0,1,1,0,0,1,0,0,1,0,1,55.9,3848.8,0
5495-GPSRW,1,1,0,0,20,1,0,0,0,0,0,0,0,0,2,1,4,19.7,419.4,0
7606-BPHHN,1,1,0,0,72,1,0,0,0,0,0,0,0,0,2,1,2,19.8,1468.8,0
4742-DRORA,1,1,1,1,60,1,1,2,1,0,1,0,1,0,1,1,1,95.4,5812,0
0111-KLBQG,1,0,1,1,32,1,0,2,0,1,0,0,1,1,0,1,4,94,2861.5,0
4800-VHZKI,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,19.9,19.9,1
7989-CHGTL,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,19.6,19.6,1
0334-GDDSO,1,0,0,0,3,1,1,2,0,1,0,0,0,0,0,1,3,81.4,233.7,1
4163-NCJAK,0,1,1,0,46,1,1,0,0,0,0,0,0,0,1,1,1,24.5,1066.2,0
5233-AOZUF,0,1,1,0,29,1,1,2,0,0,0,0,0,0,0,1,3,75,2149.1,0
5973-EJGDP,1,1,0,0,51,1,1,2,0,1,1,1,0,0,0,1,3,87.4,4473,0
1996-DBMUS,0,0,1,0,48,1,0,2,0,0,0,0,0,0,0,1,1,70.7,3545.1,0
7916-VCCPB,0,1,1,1,16,1,0,2,0,1,0,0,0,0,0,0,1,73.3,1195.8,0
4686-GEFRM,1,1,1,0,70,1,1,2,0,1,1,1,0,1,2,1,1,98.7,6858.9,0
5249-QYHEX,0,1,1,1,40,1,1,0,0,0,0,0,0,0,2,1,4,24.8,1024.7,0
0578-SKVMF,0,1,1,1,22,1,0,2,0,1,0,0,0,1,0,0,3,83.3,1845.9,1
5564-NEMQO,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,1,1,75.3,75.3,1
2233-FAGXV,0,1,1,1,5,1,1,0,0,0,0,0,0,0,0,1,4,24.3,132.3,0
5605-IYGFG,0,1,0,0,7,1,0,2,0,0,0,0,0,0,0,1,1,69.9,515.5,0
7663-ZTEGJ,1,1,0,1,29,1,1,2,0,1,1,1,0,1,1,0,2,100.6,2830.5,0
3935-TBRZZ,1,1,1,1,44,1,1,0,0,0,0,0,0,0,1,0,4,25.7,1110.5,0
8111-BKVDS,0,1,0,0,10,0,0,1,1,1,1,0,0,0,0,0,1,40.7,449.3,0
2055-SIFSS,0,0,1,0,55,1,1,1,0,0,0,0,0,0,0,0,1,51.7,2838.6,0
2806-MLNTI,1,0,1,0,52,1,1,2,0,1,1,0,1,1,1,1,1,105.1,5376.4,0
8734-DKSTZ,0,1,1,1,10,1,1,2,0,0,0,0,0,1,0,0,3,86,858.6,0
4360-PNRQB,1,1,0,0,18,1,1,2,0,0,0,0,0,0,0,1,1,75.6,1395.1,0
6152-ONASV,0,1,1,0,68,1,1,1,1,0,0,1,0,0,1,0,1,58.3,3975.7,0
9063-ZGTUY,0,1,1,1,61,1,0,0,0,0,0,0,0,0,0,1,4,19.4,1182.6,1
7781-HVGMK,0,1,1,1,72,0,0,1,1,1,1,1,1,1,2,1,2,65.2,4784.5,0
2181-UAESM,1,1,0,0,2,1,0,1,1,0,1,0,0,0,0,0,3,53.5,119.5,0
2957-LOLHO,1,1,0,0,12,1,0,1,0,0,0,0,0,0,0,1,1,45.4,518.9,1
6048-NJXHX,1,1,1,0,41,1,0,0,0,0,0,0,0,0,2,1,3,19.8,899.5,0
2320-SLKMB,0,1,0,0,26,0,0,1,0,0,1,1,1,0,0,1,2,44.5,1183.8,0
4980-URKXC,1,1,1,0,36,1,0,0,0,0,0,0,0,0,1,0,1,20.9,720.1,0
4376-KFVRS,1,1,1,1,72,1,1,2,1,1,1,1,1,1,2,1,2,114.1,8468.2,0
5886-VLQVU,1,1,1,0,35,1,1,2,0,0,0,1,0,1,0,1,1,89.9,3161.2,0
3577-AMVUX,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,4,55.1,55.1,0
0771-WLCLA,0,1,1,1,16,1,1,2,1,0,1,1,1,1,0,1,3,113,1882.6,0
5628-RKIFK,0,0,0,0,49,1,1,2,1,0,0,0,1,1,0,0,2,101.6,5070.4,0
0206-TBWLC,0,1,1,0,54,1,1,2,1,1,1,1,1,1,1,1,4,114.7,6049.5,0
2937-FTHUR,0,1,0,1,18,1,1,1,1,0,0,0,0,1,0,0,3,64.8,1166.7,0
1910-FMXJM,0,1,1,0,36,1,0,2,0,0,0,0,0,1,0,0,3,80.4,2937.7,0
7752-XUSCI,0,1,0,0,60,1,1,2,0,1,1,0,1,1,0,1,3,105.9,6396.5,1
4110-PFEUZ,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,4,69.6,69.6,1
0732-OCQOC,0,1,1,1,52,1,1,0,0,0,0,0,0,0,2,1,1,25.1,1270.3,0
5168-MSWXT,1,1,1,1,8,1,0,2,0,0,1,0,1,1,0,1,3,94.8,759.6,0
1090-ESELR,1,1,1,1,72,1,0,2,1,1,0,1,1,1,2,0,1,105.5,7611.6,0
8592-PLTMQ,0,1,0,0,64,1,1,0,0,0,0,0,0,0,1,0,4,24.7,1642.8,0
5760-WRAHC,0,0,0,0,22,1,0,1,1,0,1,1,0,1,0,1,4,69.8,1545.4,0
8847-GEOOQ,1,1,1,0,60,0,0,1,0,1,1,1,1,1,0,1,1,60.2,3582.4,0
0256-LTHVJ,0,1,1,1,28,1,0,2,0,0,0,0,0,1,0,1,3,81.1,2227.1,1
4785-FCIFB,0,1,1,0,61,1,1,0,0,0,0,0,0,0,2,0,4,24.4,1417.9,0
8313-NDOIA,0,1,0,0,24,1,1,2,0,1,1,0,1,1,0,1,3,104.2,2494.7,0
5149-CUZUJ,1,1,1,1,28,1,0,2,0,1,1,1,1,0,1,0,1,92.9,2768.4,0
0942-KOWSM,0,1,1,1,30,1,0,1,0,1,1,1,1,1,2,0,1,80.8,2369.3,0
4237-CLSMM,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,4,20,38,0
1452-VOQCH,1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,3,75.1,75.1,0
4719-UMSIY,1,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,4,19.7,100.9,0
6614-VBEGU,0,1,1,0,24,1,0,1,0,1,0,0,1,1,0,1,1,69.5,1614.1,0
0880-TKATG,1,1,1,1,4,1,1,2,0,0,1,0,1,1,0,0,3,101.2,385.9,1
3811-VBYBZ,1,1,0,0,7,1,1,2,0,1,0,0,1,1,0,1,3,99.8,673.3,1
1480-BKXGA,1,0,1,0,72,1,1,2,1,1,1,1,1,1,2,1,1,116.1,8404.9,0
2996-XAUVF,1,1,0,0,70,0,0,1,0,0,0,1,0,1,2,1,4,40.1,2799.8,0
9076-AXYIK,1,0,1,0,64,1,1,2,0,0,1,1,1,1,2,0,3,102.1,6538.5,0
5968-XQIVE,1,1,1,1,72,1,1,2,0,1,0,0,1,0,1,1,3,89.7,6589,0
8896-RAZCR,0,1,0,1,44,1,0,0,0,0,0,0,0,0,2,0,4,19.9,868.1,0
4640-UHDOS,0,1,1,1,13,1,0,1,0,0,0,0,0,1,0,0,3,56,734.4,1
4933-IKULF,0,0,0,0,17,1,0,0,0,0,0,0,0,0,1,0,4,20.7,330.6,0
3583-EKAPL,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,3,55,55,1
1304-BCCFO,1,1,1,0,9,1,0,1,0,0,1,0,1,1,0,1,4,70.1,564.4,0
4104-PVRPS,1,1,1,0,24,1,0,1,1,0,0,1,0,0,0,0,4,53.6,1315.4,0
9399-APLBT,0,1,1,1,1,1,0,2,0,1,0,0,0,0,0,1,3,74.7,74.7,1
2359-KMGLI,1,1,0,0,24,1,1,2,0,1,0,0,0,0,0,1,3,80.3,1861.5,1
3780-DDGSE,1,0,1,1,35,1,0,1,0,1,0,1,1,1,0,1,3,76.1,2747.2,0
4431-EDMIQ,0,1,1,1,7,1,0,1,1,1,1,1,1,0,0,1,3,75.7,554.1,0
0306-JAELE,1,1,0,0,5,1,0,2,0,0,0,1,1,1,0,1,3,96.1,453.4,1
6227-HWPWX,0,1,0,1,15,1,0,2,0,0,0,0,0,0,0,0,1,69,994.8,1
0486-LGCCH,1,1,1,1,11,1,0,0,0,0,0,0,0,0,2,0,4,19.7,225.8,0
0447-BEMNG,0,1,1,0,48,0,0,1,1,0,1,0,0,1,0,1,1,45.3,2145,1
4612-SSVHJ,0,0,0,0,20,1,0,2,0,0,0,0,0,1,0,1,3,81.5,1671.6,0
5168-MQQCA,0,1,1,0,72,1,1,2,0,1,1,1,1,1,1,1,1,108.5,8003.8,0
5949-XIKAE,0,1,1,1,8,1,0,2,0,1,0,0,1,0,0,1,3,83.6,680.1,1
7971-HLVXI,1,1,1,1,72,1,1,2,0,0,0,0,0,1,2,1,2,84.5,6130.9,0
9094-AZPHK,0,1,0,0,15,1,1,2,0,1,0,0,1,1,0,1,3,100.2,1415,0
3649-JPUGY,1,1,0,0,72,1,1,1,0,1,1,1,1,1,2,1,1,88.6,6202,0
4472-LVYGI,0,1,1,1,0,0,0,1,1,0,1,1,1,0,2,1,1,52.6,52.6,0
8372-JUXUI,1,1,0,1,1,1,1,2,0,0,0,0,0,0,0,1,3,74.4,74.4,1
3552-CTCYF,1,1,1,1,63,1,1,2,0,1,1,0,1,1,2,1,1,104.8,6597.3,0
6778-YSNIH,0,1,0,0,2,1,0,1,0,1,0,0,1,0,0,1,3,59,114.2,0
0388-EOPEX,0,1,1,0,2,1,0,2,1,0,0,0,0,0,0,1,3,74.4,139.4,1
5756-OZRIO,1,0,1,0,61,1,1,1,0,1,0,0,0,1,1,0,1,64.1,3902.6,0
6579-JPICP,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,20.4,20.4,0
8205-OTCHB,1,1,0,0,22,0,0,1,0,1,1,0,0,1,1,1,1,43.8,903.6,1
4134-BSXLX,1,1,1,0,28,1,0,1,1,1,0,1,0,0,0,0,4,60.9,1785.7,0
0505-SPOOW,0,1,1,0,70,1,0,0,0,0,0,0,0,0,2,0,1,19.8,1397.7,0
6235-VDHOM,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,3,28.5,131.1,1
7783-YKGDV,0,1,0,0,12,1,1,2,1,1,1,0,0,1,0,1,1,99.7,1238.5,1
4374-YMUSQ,1,1,0,0,34,1,1,2,1,1,1,1,1,1,1,0,2,116.3,3899.1,0
4513-CXYIX,0,0,1,0,71,1,1,2,1,0,0,0,0,0,2,1,2,80.7,5676,0
3957-HHLMR,0,1,1,1,70,1,1,1,1,0,0,0,0,1,1,0,1,65.2,4543.2,0
7803-XOCCZ,0,1,1,1,52,1,0,2,1,0,1,1,0,0,0,1,1,84.1,4326.8,0
5736-YEJAX,1,1,0,1,69,1,1,1,1,1,1,1,1,0,2,1,2,79.5,5502.6,0
5609-CEBID,0,0,0,0,20,1,1,2,0,1,1,0,0,1,0,1,3,94.1,1782.4,1
8981-FJGLA,1,1,0,1,11,1,1,2,0,0,1,0,0,0,0,1,4,78,851.8,0
7218-HKQFK,1,1,1,0,2,1,0,2,0,0,0,1,1,1,0,1,3,94.2,167.5,1
4636-QRJKY,0,1,1,1,6,1,1,2,0,0,0,1,0,0,0,1,3,80.5,502.9,1
1135-LMECX,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,19.9,19.9,0
4332-MUOEZ,1,0,1,1,20,1,0,2,1,0,1,1,0,1,1,0,2,94.3,1818.3,0
8535-SFUTN,1,1,0,0,61,1,1,2,1,0,1,0,1,1,0,1,3,106.5,6300.2,0
5956-VKDTT,0,0,1,0,5,1,1,2,0,0,0,0,0,0,0,1,3,74.4,334.8,1
8677-HDZEE,0,1,0,0,56,1,1,2,0,1,0,1,1,1,0,1,1,105.5,5917,0
2475-MROZF,1,1,0,0,30,1,1,2,1,1,1,1,0,0,0,1,2,95,2852.4,0
9412-GHEEC,1,1,0,0,40,1,1,2,0,0,1,1,1,1,0,0,1,104.8,4132,1
3482-ABPKK,0,1,0,0,28,1,0,1,1,0,0,1,0,0,1,0,4,54.3,1546.3,0
